id,pid,mssubclass,lotfrontage,lotarea,neighborhood,overallqual,overallcond,yearbuilt,yearremod/add,masvnrarea,bsmtfinsf1,bsmtfinsf2,bsmtunfsf,totalbsmtsf,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,garageyrblt,garagearea,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,miscval,mosold,yrsold,saleprice,zone_FV,zone_RL,zone_RM,lotshape_irr,near_busy_st,non_1fam,2plus_fl,hip_roof,ext_ord,has_veneer,cncrt_found,bsmt_ord,heatingqc_dum,cent_air_dum,garage_ord,fireplace_ord
2636,902100110,70,62.0,9856,1,5,8,1900,2005,0.0,0.0,0.0,716.0,716.0,1007,1007,0,2014,0.0,0.0,2,0,5,1,1,8,1900.0,624.0,1,0,72,167,0,0,0,0,6,2006,169000,0,0,1,0,0,0,1,1,2,0,1,1.5,1,1,1.0,0.0
2077,905377050,20,84.0,17808,3,4,5,1946,1950,0.0,0.0,0.0,484.0,484.0,1242,0,0,1242,0.0,0.0,1,0,2,1,1,4,1946.0,336.0,0,0,0,0,0,0,0,0,7,2007,109900,0,1,0,0,1,0,0,0,0,0,0,1.75,0,0,1.0,0.0
2930,924151050,60,74.0,9627,1,7,5,1993,1994,94.0,758.0,0.0,238.0,996.0,996,1004,0,2000,0.0,0.0,2,1,3,1,1,9,1993.0,650.0,1,190,48,0,0,0,0,0,11,2006,188000,0,1,0,0,0,0,1,0,0,1,1,2.75,1,1,2.0,1.0
737,903227090,50,50.0,6000,1,6,6,1939,1950,0.0,0.0,0.0,780.0,780.0,825,587,0,1412,0.0,0.0,1,0,4,1,1,6,1939.0,280.0,1,45,0,0,0,0,0,0,5,2009,132500,0,0,1,0,0,0,0,0,0,0,0,1.75,1,1,0.67,1.25
837,907126050,20,65.0,9757,1,5,7,1994,1994,0.0,755.0,0.0,235.0,990.0,990,0,0,990,1.0,0.0,1,0,3,1,1,5,1995.0,440.0,1,66,0,0,0,92,0,0,10,2009,143000,0,1,0,0,0,0,0,0,2,0,1,2.5,1,1,1.33,0.0
2086,905478140,20,58.0,9280,3,5,6,1951,1951,0.0,557.0,0.0,785.0,1342.0,1342,0,0,1342,1.0,0.0,1,0,4,1,1,7,1951.0,256.0,1,0,0,0,0,0,0,0,4,2007,125000,0,1,0,0,0,0,0,0,0,0,0,2.25,1,1,0.67,0.0
2385,528114010,20,120.0,14780,3,9,5,2005,2005,568.0,1505.0,0.0,363.0,1868.0,1868,0,0,1868,1.0,0.0,2,0,2,1,3,7,2005.0,1085.0,1,354,56,0,0,156,0,0,6,2006,415000,0,1,0,1,0,0,0,1,2,1,1,4.5,1,1,2.0,1.25
189,902402130,70,60.0,7740,1,4,7,1910,1950,0.0,0.0,0.0,622.0,622.0,741,622,0,1363,0.0,0.0,1,0,3,1,1,6,1966.0,528.0,1,0,0,0,0,168,0,0,6,2010,125500,0,0,1,0,0,0,1,0,2,0,0,1.5,0,1,1.0,0.0
635,535175030,20,80.0,9600,1,6,6,1958,1988,183.0,620.0,620.0,0.0,1240.0,1632,0,0,1632,1.0,0.0,2,0,3,1,1,6,1958.0,338.0,1,289,0,0,0,0,0,0,4,2009,139000,0,1,0,0,1,0,0,1,0,1,0,2.0,0,1,1.33,1.25
432,528110010,60,97.0,13478,3,10,5,2008,2008,420.0,1338.0,0.0,384.0,1722.0,1728,568,0,2296,1.0,0.0,2,1,3,1,3,10,2008.0,842.0,1,382,274,0,0,0,0,0,6,2009,451950,0,1,0,1,0,0,1,0,2,1,1,4.5,1,1,2.33,1.25
900,908275040,90,65.0,10926,3,5,5,1959,1959,74.0,0.0,0.0,1678.0,1678.0,1678,0,0,1678,0.0,0.0,2,0,6,2,1,10,,0.0,1,0,0,0,0,0,0,0,8,2009,119900,0,1,0,0,0,1,0,1,2,1,0,1.75,0,1,0.0,0.0
966,916455070,20,,6853,3,8,5,2001,2002,136.0,1005.0,0.0,262.0,1267.0,1296,0,0,1296,1.0,0.0,2,0,2,1,2,6,2001.0,471.0,1,192,25,0,0,0,0,0,6,2009,220000,0,1,0,1,0,0,0,0,2,1,1,3.25,1,1,1.67,0.0
1612,526352080,20,85.0,10667,1,6,6,1971,1971,302.0,838.0,0.0,749.0,1587.0,1587,0,0,1587,0.0,0.0,2,0,3,1,1,7,1971.0,525.0,1,0,44,0,0,0,0,0,3,2007,167300,0,1,0,0,0,0,0,0,0,1,0,2.25,0,1,1.33,1.25
904,909101100,50,45.0,8212,3,5,6,1941,1950,0.0,626.0,0.0,94.0,720.0,854,444,0,1298,0.0,0.0,1,0,3,1,1,6,1940.0,256.0,1,84,0,0,0,0,0,0,9,2009,122000,0,1,0,0,0,0,0,0,0,0,0,2.0,1,1,0.67,1.5
2487,532351090,90,70.0,9100,1,5,5,1963,1963,336.0,1332.0,0.0,396.0,1728.0,1728,0,0,1728,1.0,0.0,2,0,6,2,1,10,1963.0,504.0,1,0,0,0,0,0,0,0,11,2006,125000,0,0,1,0,0,1,0,0,0,1,0,2.0,0,1,1.0,0.0
1304,902205090,20,50.0,6000,1,5,6,1957,1957,0.0,308.0,0.0,620.0,928.0,928,0,0,928,0.0,0.0,1,0,3,1,1,5,1957.0,288.0,1,0,0,0,0,0,0,0,6,2008,112500,0,0,1,0,0,0,0,1,1,0,0,2.0,0,1,1.33,0.0
2112,906394020,60,78.0,9316,1,7,5,2005,2006,0.0,0.0,0.0,879.0,879.0,879,916,0,1795,0.0,0.0,2,1,3,1,2,7,2005.0,578.0,1,164,111,0,0,0,0,0,10,2007,191000,0,1,0,0,0,0,1,0,2,0,1,3.25,1,1,1.67,0.0
1244,535180100,20,75.0,9464,1,6,7,1958,1958,135.0,570.0,0.0,510.0,1080.0,1080,0,0,1080,0.0,0.0,1,0,3,1,1,5,1958.0,288.0,1,0,0,0,0,130,0,0,6,2008,136000,0,1,0,0,0,0,0,1,0,1,0,2.25,0,1,1.0,0.0
843,907175100,60,80.0,10400,1,7,5,1998,1998,0.0,0.0,0.0,866.0,866.0,866,913,0,1779,0.0,0.0,2,1,3,1,2,6,1998.0,546.0,1,198,36,0,0,0,0,0,3,2009,197900,0,1,0,0,0,0,1,0,2,0,1,2.75,1,1,1.67,0.0
2689,903430090,50,59.0,5310,1,6,8,1910,2003,0.0,0.0,0.0,485.0,485.0,1001,634,0,1635,0.0,0.0,1,0,2,1,2,5,1950.0,255.0,1,394,0,0,0,0,0,0,6,2006,117000,0,0,1,0,1,0,0,1,2,0,0,1.5,0,1,1.0,0.0
2753,906380170,20,64.0,7406,1,7,5,2006,2006,84.0,684.0,0.0,515.0,1199.0,1220,0,0,1220,1.0,0.0,2,0,2,1,2,6,2006.0,632.0,1,105,54,0,0,0,0,0,7,2006,194000,0,1,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0
1169,533215030,120,,4538,3,9,5,2001,2001,179.0,1004.0,0.0,306.0,1310.0,1310,0,0,1310,1.0,0.0,1,1,1,1,2,5,2001.0,545.0,1,277,45,0,0,0,0,0,7,2008,285000,1,0,0,1,0,0,0,0,2,1,1,4.0,1,1,1.67,1.0
1376,904351280,190,62.0,10106,3,5,7,1940,1999,0.0,351.0,181.0,112.0,644.0,808,547,0,1355,1.0,0.0,2,0,4,2,1,6,,0.0,1,140,0,0,0,0,0,0,9,2008,127500,0,1,0,0,0,1,0,0,0,0,0,2.5,0,1,0.0,0.0
2503,533128030,60,,13346,3,7,5,1992,2000,0.0,728.0,0.0,367.0,1095.0,1166,1129,0,2295,1.0,0.0,2,1,4,1,2,9,1992.0,590.0,1,0,40,0,0,0,0,0,7,2006,268000,0,1,0,1,0,0,1,0,0,0,1,3.0,1,1,1.67,1.0
1987,902206270,70,57.0,9639,1,4,8,1900,1950,0.0,0.0,0.0,1075.0,1075.0,1156,642,0,1798,0.0,0.0,2,1,4,1,1,7,1935.0,342.0,0,0,0,160,0,0,0,0,5,2007,137000,0,0,1,0,1,0,1,0,0,0,1,1.75,1,1,1.0,0.0
1190,534129060,20,,15387,2,7,7,1967,1967,0.0,603.0,294.0,723.0,1620.0,1620,0,0,1620,0.0,0.0,2,0,4,1,2,8,1967.0,578.0,1,0,62,192,0,0,0,450,8,2008,215000,0,1,0,1,0,0,0,0,0,0,0,2.5,1,1,1.33,1.25
1930,535300040,20,75.0,10050,1,5,5,1955,1955,0.0,288.0,0.0,928.0,1216.0,1216,0,0,1216,1.0,0.0,1,0,3,1,1,5,1955.0,336.0,1,0,0,0,0,0,0,0,8,2007,129500,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,1.33,0.0
2677,903231190,50,,6240,1,5,4,1936,1950,0.0,0.0,0.0,896.0,896.0,896,448,0,1344,0.0,0.0,1,0,3,1,1,7,1936.0,240.0,1,200,114,0,0,0,0,0,4,2006,115000,0,0,1,0,0,0,0,0,0,0,0,2.0,0,1,0.67,0.0
1256,535375160,50,45.0,7506,1,5,8,1925,1950,0.0,0.0,0.0,747.0,747.0,747,412,0,1159,0.0,0.0,1,0,3,1,1,5,1932.0,288.0,0,84,0,96,0,0,0,0,5,2008,114000,0,1,0,0,0,0,0,0,2,0,1,1.75,0,1,0.67,0.0
2484,531478010,20,,8900,3,4,4,1966,1966,0.0,1056.0,0.0,0.0,1056.0,1056,0,0,1056,1.0,0.0,1,0,2,1,1,5,1966.0,384.0,1,0,42,0,0,0,0,0,11,2006,107000,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0.67,0.0
1253,535352080,50,80.0,8480,1,5,5,1947,1950,0.0,442.0,0.0,390.0,832.0,832,384,0,1216,0.0,0.0,1,0,2,1,1,6,1947.0,336.0,1,158,0,102,0,0,0,0,10,2008,118500,0,1,0,0,0,0,0,0,0,0,0,2.0,0,1,0.67,0.0
1337,903227080,50,50.0,6000,1,6,7,1929,1950,0.0,0.0,0.0,862.0,862.0,950,208,0,1158,0.0,0.0,1,0,3,1,1,5,1929.0,208.0,1,0,0,112,0,0,0,0,7,2008,120000,0,0,1,0,0,0,0,0,1,0,0,1.75,0,1,1.67,1.25
1788,528439040,20,74.0,8847,3,8,5,2005,2005,148.0,769.0,0.0,769.0,1538.0,1538,0,0,1538,1.0,0.0,2,0,3,1,2,7,2005.0,484.0,1,146,40,0,0,0,0,0,12,2007,260000,0,1,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0
141,535152130,20,,8050,1,5,5,1959,1959,150.0,856.0,162.0,125.0,1143.0,1143,0,0,1143,1.0,0.0,1,0,3,1,1,6,1959.0,308.0,1,0,0,0,0,0,0,0,5,2010,136000,0,1,0,1,0,0,0,1,0,1,0,2.25,0,1,1.33,0.0
1669,527404140,20,70.0,8294,1,4,5,1971,1971,0.0,0.0,0.0,858.0,858.0,872,0,0,872,0.0,0.0,1,0,3,1,1,5,1974.0,480.0,1,0,0,0,0,0,0,0,6,2007,123000,0,1,0,0,0,0,0,0,0,0,0,1.75,0,1,1.33,0.0
1366,903458110,50,,7920,2,6,7,1920,1950,0.0,0.0,0.0,319.0,319.0,1035,371,0,1406,0.0,0.0,1,0,3,1,0,6,,0.0,0,0,144,0,0,0,0,0,3,2008,89500,0,0,1,1,1,0,0,0,0,0,0,1.75,0,1,0.0,0.0
52,528218150,20,100.0,18494,2,6,5,2005,2005,0.0,0.0,0.0,1324.0,1324.0,1324,0,0,1324,0.0,0.0,2,0,3,1,2,6,2005.0,430.0,1,36,23,0,0,0,0,0,1,2010,199500,0,1,0,1,0,0,0,0,2,0,1,2.0,1,1,1.67,0.0
1380,905104080,20,,7162,1,5,7,1966,1966,41.0,0.0,0.0,876.0,876.0,904,0,0,904,0.0,0.0,1,0,3,1,1,6,1966.0,408.0,1,0,0,0,0,0,0,0,12,2008,109900,0,1,0,1,0,0,0,0,0,1,1,1.75,0,1,1.0,0.0
919,909257050,70,53.0,10918,2,7,9,1926,2004,0.0,0.0,0.0,1276.0,1276.0,1276,804,0,2080,0.0,0.0,1,1,3,1,2,9,1926.0,282.0,1,0,0,0,0,145,0,0,6,2009,234000,0,1,0,0,0,0,1,0,0,0,0,2.0,1,1,0.67,1.5
2804,907290230,120,37.0,4435,1,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,2,3,2004.0,420.0,1,140,0,0,0,0,0,0,5,2006,155900,0,0,1,0,0,0,0,0,2,1,1,3.25,1,1,1.67,1.25
782,905229040,50,,11250,3,4,5,1957,1989,0.0,0.0,0.0,1104.0,1104.0,1104,684,0,1788,1.0,0.0,1,0,5,1,1,8,1957.0,304.0,1,120,0,0,0,0,0,0,11,2009,161500,0,1,0,0,0,0,0,0,0,0,0,2.5,1,1,1.0,1.25
956,916176030,20,,14375,3,6,6,1958,1958,541.0,111.0,354.0,354.0,819.0,1344,0,0,1344,0.0,1.0,1,0,3,1,2,7,1958.0,525.0,1,0,118,0,0,233,0,0,1,2009,137500,0,1,0,1,0,0,0,0,0,1,0,2.75,0,1,1.33,1.25
187,902401060,190,100.0,9045,1,5,3,1910,1950,0.0,0.0,0.0,840.0,840.0,1128,1128,0,2256,0.0,0.0,2,0,4,2,0,12,,0.0,0,0,18,18,0,0,0,0,6,2010,76500,0,0,1,0,0,1,1,0,0,0,0,2.0,0,0,0.0,0.0
2074,905352180,60,97.0,10029,3,6,5,1988,1989,268.0,831.0,0.0,320.0,1151.0,1164,896,0,2060,0.0,1.0,2,1,4,1,1,8,1988.0,521.0,1,0,228,0,0,192,0,0,9,2007,211000,0,1,0,1,0,0,1,0,0,1,1,3.0,0,1,1.33,1.0
1039,527427110,120,34.0,4060,1,6,5,1998,1999,0.0,266.0,0.0,1139.0,1405.0,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,1998.0,511.0,1,144,68,0,0,0,0,0,8,2008,181000,0,0,0,0,0,0,0,0,0,0,1,3.0,1,1,1.67,0.0
1210,534401130,80,82.0,9020,1,6,7,1966,1966,183.0,312.0,539.0,276.0,1127.0,1165,0,0,1165,1.0,0.0,1,1,3,1,1,6,1966.0,490.0,1,0,129,0,0,0,0,0,5,2008,174900,0,1,0,0,0,0,0,0,0,1,0,3.25,0,1,1.67,0.0
2710,905103140,80,96.0,11777,1,5,6,1966,1966,97.0,328.0,551.0,285.0,1164.0,1320,0,0,1320,1.0,0.0,1,0,3,1,1,6,1966.0,564.0,1,160,68,240,0,0,0,0,5,2006,164500,0,1,0,1,0,0,0,0,2,1,0,2.5,1,1,1.67,1.0
44,528138060,20,70.0,10171,3,7,5,2004,2004,168.0,2.0,0.0,1515.0,1517.0,1535,0,0,1535,0.0,0.0,2,0,3,1,2,7,2004.0,532.0,1,0,0,0,0,0,0,0,3,2010,214000,0,1,0,1,0,0,0,0,2,1,1,3.0,1,1,1.67,0.0
1026,527354160,60,80.0,10400,2,7,6,1980,1988,280.0,0.0,0.0,738.0,738.0,1277,767,0,2044,0.0,0.0,2,1,3,1,1,7,1980.0,489.0,1,28,73,0,0,0,0,0,3,2008,185000,0,1,0,0,0,0,1,0,0,1,0,2.25,0,1,1.33,1.0
1343,903231080,50,52.0,6240,1,4,7,1929,1950,0.0,80.0,0.0,624.0,704.0,624,512,0,1136,0.0,1.0,1,0,2,1,1,6,1990.0,336.0,1,0,365,80,0,0,0,0,8,2008,123000,0,0,1,0,0,0,0,0,0,0,1,2.25,1,1,0.67,0.0
2248,914452090,85,,12150,1,6,6,1979,1979,0.0,1001.0,0.0,0.0,1001.0,1299,0,0,1299,1.0,0.0,2,0,2,1,2,5,1979.0,486.0,1,84,0,222,0,0,0,0,1,2007,183500,0,1,0,1,0,0,0,0,0,0,0,3.75,0,1,2.0,0.5
1849,533236040,160,24.0,2645,3,8,5,1999,2000,456.0,0.0,0.0,776.0,776.0,764,677,0,1441,0.0,0.0,2,1,2,1,2,5,1999.0,492.0,1,206,0,0,0,0,0,0,11,2007,174000,1,0,0,0,0,1,1,0,0,1,1,2.0,1,1,1.0,0.0
2076,905377020,20,,22692,3,5,5,1953,1953,0.0,587.0,0.0,486.0,1073.0,1630,0,0,1630,0.0,0.0,2,0,3,1,1,6,1953.0,649.0,0,0,64,0,0,0,0,0,3,2007,130000,0,1,0,1,0,0,0,0,0,0,0,2.0,0,1,1.0,1.0
2641,902106040,70,60.0,9600,1,7,7,1925,1990,0.0,16.0,0.0,712.0,728.0,832,809,0,1641,0.0,1.0,1,1,3,1,3,6,1925.0,546.0,1,0,0,234,0,0,0,0,8,2006,178000,0,0,1,0,0,0,1,0,0,0,0,2.0,1,1,1.0,1.25
5,527105010,60,74.0,13830,2,5,5,1997,1998,0.0,791.0,0.0,137.0,928.0,928,701,0,1629,0.0,0.0,2,1,3,1,1,6,1997.0,482.0,1,212,34,0,0,0,0,0,3,2010,189900,0,1,0,1,0,0,1,0,2,0,1,3.0,0,1,1.67,1.0
878,907290180,120,,4435,1,6,5,2003,2004,170.0,685.0,0.0,163.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,2,4,2003.0,420.0,1,140,0,0,0,0,0,0,6,2009,144000,0,0,1,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0
1548,910202100,30,,5890,2,6,8,1930,2007,0.0,538.0,0.0,278.0,816.0,816,0,0,816,0.0,0.0,1,0,2,1,1,5,2002.0,432.0,1,0,0,96,0,0,0,0,6,2008,120500,0,0,1,0,0,0,0,0,0,0,0,3.25,1,1,0.67,0.0
841,907135040,20,112.0,10859,1,5,5,1994,1995,0.0,0.0,0.0,1097.0,1097.0,1097,0,0,1097,0.0,0.0,1,1,3,1,1,6,1995.0,672.0,1,392,64,0,0,0,0,0,6,2009,145000,0,1,0,0,0,0,0,0,2,0,1,2.0,1,1,1.33,0.0
1621,527126030,120,41.0,5330,3,8,5,2000,2000,0.0,1196.0,0.0,298.0,1494.0,1652,0,0,1652,1.0,0.0,2,0,2,1,3,6,2000.0,499.0,1,96,48,0,0,0,0,0,8,2007,251000,0,1,0,0,0,0,0,0,2,0,1,3.75,1,1,1.67,0.0
218,905101310,90,72.0,10778,1,4,5,1968,1968,0.0,0.0,0.0,1768.0,1768.0,1768,0,0,1768,0.0,0.0,2,0,4,2,1,8,,0.0,1,0,0,0,0,0,0,0,4,2010,136500,0,1,0,0,0,1,0,1,0,0,0,1.75,0,0,0.0,0.0
1504,908204160,90,74.0,6845,3,4,5,1955,1955,58.0,0.0,0.0,0.0,0.0,1152,0,0,1152,0.0,0.0,2,0,2,2,1,6,,0.0,0,0,0,0,0,0,0,0,7,2008,82500,0,1,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,0.0
946,912251110,30,109.0,21780,2,2,4,1910,1950,0.0,0.0,0.0,0.0,0.0,810,0,0,810,0.0,0.0,1,0,1,1,1,4,1975.0,280.0,0,119,24,0,0,0,0,0,3,2009,57625,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.67,0.0
455,528175050,120,80.0,10307,3,7,5,2007,2008,176.0,876.0,0.0,474.0,1350.0,1358,0,0,1358,1.0,0.0,2,0,2,1,2,6,2008.0,484.0,1,192,26,0,0,0,0,0,5,2009,212500,0,1,0,1,0,0,0,0,2,1,1,3.0,1,1,1.67,1.25
2906,923203090,120,32.0,4500,1,6,5,1998,1998,116.0,897.0,0.0,319.0,1216.0,1216,0,0,1216,1.0,0.0,2,0,2,1,1,5,1998.0,402.0,1,0,125,0,0,0,0,0,5,2006,164000,0,0,1,0,0,1,0,1,2,1,1,3.25,1,1,1.33,0.0
2878,910226060,50,75.0,9060,2,6,5,1957,1957,327.0,0.0,0.0,967.0,967.0,967,671,0,1638,0.0,0.0,2,0,4,1,2,6,1957.0,384.0,1,0,21,0,0,0,0,0,4,2006,139000,0,0,1,0,0,0,0,0,0,1,0,1.75,0,1,0.67,0.0
1173,533217050,160,24.0,2160,3,7,5,1999,2000,212.0,510.0,0.0,90.0,600.0,624,628,0,1252,1.0,0.0,2,1,2,1,2,4,1999.0,462.0,1,0,48,0,0,0,0,0,3,2008,160000,1,0,0,0,0,1,1,0,0,1,1,2.5,1,1,1.0,0.0
985,923276260,85,70.0,7669,1,5,6,1992,1993,0.0,718.0,110.0,0.0,828.0,883,0,0,883,1.0,0.0,1,0,2,1,1,5,1998.0,698.0,1,100,32,0,0,0,0,0,6,2009,149000,0,1,0,0,0,0,0,0,0,0,1,3.75,0,1,1.0,0.75
975,923225490,20,62.0,9858,1,5,6,1968,1968,0.0,510.0,0.0,354.0,864.0,874,0,0,874,1.0,0.0,1,0,3,1,1,5,1968.0,288.0,1,33,0,0,0,0,0,600,11,2009,130000,0,1,0,0,0,0,0,0,0,0,0,2.25,0,1,1.33,0.0
202,903425110,70,50.0,10300,1,7,6,1921,1950,0.0,0.0,0.0,576.0,576.0,902,808,0,1710,0.0,0.0,2,0,3,1,1,9,1990.0,480.0,1,12,11,64,0,0,0,0,4,2010,140000,0,0,1,1,0,0,1,0,1,0,0,1.75,0,1,1.0,0.0
528,528480170,20,65.0,8125,3,8,5,2008,2009,288.0,0.0,0.0,1836.0,1836.0,1836,0,0,1836,0.0,0.0,2,0,3,1,2,8,2009.0,517.0,1,0,175,0,0,0,0,0,10,2009,264500,1,0,0,0,0,0,0,1,2,1,1,2.0,1,1,1.67,1.25
2579,535179050,20,69.0,14850,1,5,5,1957,1957,0.0,895.0,0.0,197.0,1092.0,1092,0,0,1092,1.0,0.0,1,0,2,1,1,6,1957.0,299.0,1,268,0,0,0,122,0,0,5,2006,141000,0,1,0,1,0,0,0,0,0,0,0,2.0,0,1,1.33,1.0
1841,533208040,120,35.0,4274,3,7,5,2006,2007,,1106.0,0.0,135.0,1241.0,1241,0,0,1241,1.0,0.0,1,1,1,1,2,4,2007.0,569.0,1,0,116,0,0,0,0,0,11,2007,199900,1,0,0,1,0,0,0,0,2,0,1,3.0,1,1,1.67,0.0
591,534152120,20,80.0,9650,2,6,5,1977,1977,360.0,686.0,0.0,664.0,1350.0,1334,0,0,1334,0.0,1.0,2,0,2,1,1,6,1977.0,630.0,1,0,16,0,0,0,0,0,4,2009,167900,0,1,0,0,0,0,0,0,0,1,0,2.75,0,1,1.67,1.0
1897,534425080,20,,14585,1,6,6,1960,1987,85.0,594.0,219.0,331.0,1144.0,1429,0,0,1429,0.0,1.0,1,0,3,1,2,7,1960.0,572.0,1,216,110,0,0,0,0,0,6,2007,181900,0,1,0,1,0,0,0,0,0,1,0,2.25,1,1,1.33,1.5
70,528458110,20,75.0,9000,3,8,5,2008,2008,36.0,1078.0,0.0,488.0,1566.0,1566,0,0,1566,1.0,0.0,2,0,3,1,2,7,2008.0,750.0,1,144,168,0,0,0,0,0,4,2010,262500,1,0,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0
590,534151120,60,,13774,2,7,7,1977,1992,283.0,432.0,0.0,476.0,908.0,1316,972,0,2288,0.0,0.0,1,2,4,1,2,8,1977.0,520.0,1,321,72,0,0,156,0,0,11,2009,230000,0,1,0,1,0,0,1,1,0,1,1,3.0,1,1,1.67,1.25
1172,533215080,120,50.0,5119,3,9,5,1999,2000,60.0,1238.0,0.0,460.0,1698.0,1709,0,0,1709,1.0,0.0,2,0,2,1,2,5,1999.0,506.0,1,97,65,0,0,0,0,0,1,2008,328900,1,0,0,1,0,0,0,0,0,1,1,4.0,1,1,1.67,1.0
1714,528172070,20,71.0,9254,3,8,5,2005,2005,210.0,119.0,0.0,1602.0,1721.0,1721,0,0,1721,1.0,0.0,2,0,3,1,2,7,2005.0,554.0,1,168,27,0,0,0,0,0,1,2007,232698,0,1,0,1,0,0,0,0,2,1,1,3.0,1,1,1.67,0.0
829,906380220,20,95.0,10324,1,8,5,2008,2008,140.0,872.0,0.0,382.0,1254.0,1254,0,0,1254,1.0,0.0,2,0,2,1,2,5,2008.0,810.0,1,168,92,0,0,0,0,0,3,2009,221800,0,1,0,1,0,0,0,0,2,1,1,3.75,1,1,2.0,0.0
1397,905227050,50,63.0,8375,1,5,7,1941,1973,0.0,336.0,0.0,240.0,576.0,864,486,0,1350,1.0,0.0,1,1,2,1,2,6,1973.0,627.0,0,0,0,0,0,0,0,0,6,2008,152400,0,1,0,0,0,0,0,0,0,0,0,2.5,0,1,1.33,0.0
877,907290090,20,75.0,9750,1,7,5,2000,2001,171.0,0.0,0.0,1630.0,1630.0,1630,0,0,1630,0.0,0.0,2,0,3,1,2,6,2000.0,451.0,1,74,234,0,0,0,0,0,10,2009,213000,0,1,0,0,0,0,0,0,2,1,1,2.0,1,1,1.33,1.0
2477,531376050,60,74.0,7632,3,7,5,2005,2005,96.0,0.0,0.0,784.0,784.0,831,754,0,1585,0.0,0.0,2,1,3,1,2,7,2005.0,449.0,1,100,77,0,0,0,0,0,3,2006,184900,0,1,0,1,0,0,1,0,2,1,1,2.0,1,1,1.67,0.0
2871,909428110,190,90.0,15750,2,5,5,1953,1953,56.0,841.0,0.0,324.0,1165.0,1336,0,0,1336,1.0,0.0,1,0,2,1,1,5,1953.0,375.0,1,0,0,0,0,0,0,0,6,2006,157000,0,1,0,0,0,1,0,1,0,1,0,2.5,0,1,1.0,1.5
2489,532353030,20,,9240,1,5,6,1962,2002,0.0,612.0,0.0,252.0,864.0,1211,0,0,1211,0.0,0.0,1,0,2,1,1,6,1972.0,576.0,1,161,0,0,0,0,0,0,3,2006,144000,0,1,0,1,0,0,0,1,0,0,0,2.25,0,1,1.0,1.0
1655,527354050,20,80.0,10400,2,6,5,1979,1999,253.0,903.0,0.0,356.0,1259.0,1353,0,0,1353,1.0,0.0,2,0,2,1,1,5,1979.0,478.0,1,240,141,0,0,0,0,0,8,2007,192350,0,1,0,0,0,0,0,0,0,1,0,3.0,1,1,1.67,1.0
1891,534401120,20,80.0,8800,1,7,6,1966,1966,202.0,654.0,0.0,520.0,1174.0,1200,0,0,1200,0.0,1.0,2,0,3,1,1,6,1966.0,440.0,1,0,0,0,0,0,0,0,10,2007,163500,0,1,0,0,0,0,0,1,0,1,0,2.25,1,1,1.67,1.0
1419,906204150,60,86.0,11839,3,7,5,1990,1990,99.0,1085.0,0.0,390.0,1475.0,1532,797,0,2329,1.0,0.0,2,1,4,1,2,10,1990.0,514.0,1,192,121,0,0,0,0,0,5,2008,262280,0,1,0,0,0,0,1,1,0,1,1,3.0,1,1,1.33,1.75
1473,907405020,20,70.0,9135,1,7,5,2002,2003,113.0,810.0,0.0,726.0,1536.0,1536,0,0,1536,1.0,0.0,2,0,3,1,2,7,2002.0,532.0,1,192,74,0,0,0,0,0,12,2008,214000,0,1,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0
2868,909425120,20,90.0,14115,2,6,7,1956,2004,0.0,296.0,547.0,230.0,1073.0,1811,0,0,1811,0.0,0.0,1,0,2,1,3,6,1956.0,470.0,1,0,0,280,0,0,0,0,7,2006,230000,0,1,0,1,0,0,0,0,1,0,1,2.5,1,1,1.67,1.25
1695,528108160,60,109.0,14154,3,7,5,2006,2006,350.0,0.0,0.0,1063.0,1063.0,1071,1101,0,2172,0.0,0.0,2,1,3,1,2,9,2006.0,947.0,1,192,62,0,0,0,0,0,8,2007,280000,0,1,0,0,0,0,1,0,2,1,1,2.5,1,1,2.0,1.25
2244,911128010,20,65.0,6565,2,4,6,1957,1980,0.0,967.0,0.0,106.0,1073.0,1073,0,0,1073,1.0,0.0,1,0,3,1,1,6,1985.0,720.0,1,0,444,0,0,0,0,0,8,2007,140000,0,0,0,0,0,0,0,0,0,0,0,2.75,0,1,1.0,0.0
