lotarea,neighborhood,overallqual,overallcond,totalbsmtsf,grlivarea,kitchenqual,paveddrive,yrsold,saleprice,zone_FV,zone_RL,zone_RM,lotshape_irr,near_busy_st,non_1fam,2plus_fl,hip_roof,ext_ord,has_veneer,cncrt_found,bsmt_ord,heatingqc_dum,cent_air_dum,garage_ord,fireplace_ord,lotfrontage_imp,remodel_age,tot_bath,deckporcharea
9.013351778138825,3,5,6,6.580639137284949,7.168579897264035,1,1,2009,11.711776323715394,0,1,0,0,0,0,0,0,0,0,0,2.0,1,1,0.67,1.5,45.0,61,1.0,4.442651256490317
9.116029692504942,1,5,5,7.455298485683291,7.454719949364001,1,1,2006,11.736069016284437,0,0,1,0,0,1,0,0,0,1,0,2.0,0,1,1.0,0.0,70.0,48,3.0,0.0
8.699514748210191,1,5,6,6.834108738813838,6.833031732786201,1,1,2008,11.630708500626612,0,0,1,0,0,0,0,1,1,0,0,2.0,0,1,1.33,0.0,50.0,54,1.0,0.0
9.139488631004232,1,7,5,6.779921907472252,7.492760300922379,2,1,2007,12.160028707028767,0,1,0,0,0,0,1,0,2,0,1,3.25,1,1,1.67,0.0,78.0,5,2.5,5.62040086571715
9.155250405658222,1,6,7,6.985641817639208,6.984716320118266,1,1,2008,11.820410164718188,0,1,0,0,0,0,0,1,0,1,0,2.25,0,1,1.0,0.0,75.0,53,1.0,0.0
9.249561085129464,1,7,5,6.7650389767805414,7.483806687665835,2,1,2009,12.195517131590657,0,1,0,0,0,0,1,0,2,0,1,2.75,1,1,1.67,0.0,80.0,13,2.5,5.459585514144159
8.577347114235984,1,6,8,6.186208623900494,7.399398083331354,2,1,2006,11.669929213779893,0,0,1,0,1,0,0,1,2,0,0,1.5,0,1,1.0,0.0,59.0,8,1.0,5.978885764901122
8.910045761473558,1,7,5,7.090076835776092,7.106606137727303,2,1,2006,12.175613438045465,0,1,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0,64.0,5,3.0,5.075173815233827
8.420241665339788,3,9,5,7.1785454837637,7.177782416195197,2,1,2008,12.560244459250788,1,0,0,1,0,0,0,0,2,1,1,4.0,1,1,1.67,1.0,47.79493477024895,10,2.5,5.777652323222656
9.220884585851854,3,5,7,6.4692503167957724,7.2115567333138015,1,1,2008,11.755871643580617,0,1,0,0,0,1,0,0,0,0,0,2.5,0,1,0.0,0.0,62.0,12,3.0,4.948759890378168
9.498971993463552,3,7,5,6.999422467507961,7.738488122494646,2,1,2006,12.498742259492994,0,1,0,1,0,0,1,0,0,0,1,3.0,1,1,1.67,1.0,81.37493852903269,11,3.5,3.713572066704308
9.173572647783969,1,4,8,6.98100574072173,7.494430215031565,1,0,2007,11.827736204810263,0,0,1,0,1,0,1,0,0,0,1,1.75,1,1,1.0,0.0,57.0,61,2.5,0.0
9.641278276057378,2,7,7,7.390798521735676,7.3901814282264295,2,1,2008,12.2783933071098,0,1,0,1,0,0,0,0,0,0,0,2.5,1,1,1.33,1.25,87.31518309890237,44,2.0,4.143134726391533
9.215327913487222,1,5,5,7.104144092987527,7.103322062526113,1,1,2007,11.771436160121729,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,1.33,0.0,75.0,56,2.0,0.0
8.738735461363474,1,5,4,6.799055862058796,7.203405521083095,1,1,2006,11.652687407345388,0,0,1,0,0,0,0,0,0,0,0,2.0,0,1,0.67,0.0,58.204543067461366,61,1.0,5.752572638825633
8.923457979694966,1,5,8,6.617402977974478,7.055312843339752,1,0,2008,11.643953727376633,0,1,0,0,0,0,0,0,2,0,1,1.75,0,1,0.67,0.0,45.0,61,1.0,4.442651256490317
9.093806555720231,3,4,4,6.963189985870238,6.962243464266207,1,1,2006,11.580584113444043,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0.67,0.0,68.90473442531582,45,2.0,3.7612001156935624
9.045465728785949,1,5,5,6.725033642166843,7.103322062526113,1,1,2008,11.682668239557323,0,1,0,0,0,0,0,0,0,0,0,2.0,0,1,0.67,0.0,80.0,61,1.0,5.0689042022202315
8.699514748210191,1,6,7,6.760414691083428,7.05444965813294,1,1,2008,11.695247021764184,0,0,1,0,0,0,0,0,1,0,0,1.75,0,1,1.67,1.25,50.0,61,1.0,0.0
9.087833697483386,3,8,5,7.338888133838879,7.338238150065589,2,1,2007,12.468436909997665,0,1,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0,74.0,6,3.0,5.231108616854587
8.99342737041261,1,5,5,7.042286171939743,7.04141166379481,1,1,2010,11.820410164718188,0,1,0,1,0,0,0,1,0,1,0,2.25,0,1,1.33,0.0,63.383569902112136,52,2.0,0.0
9.023287640806327,1,4,5,6.755768921984255,6.77078942390898,1,1,2007,11.719939634354555,0,1,0,0,0,0,0,0,0,0,0,1.75,0,1,1.33,0.0,70.0,40,1.0,0.0
8.977146484808472,2,6,7,5.768320995793772,7.2485040723706105,0,0,2008,11.401993904262946,0,0,1,1,1,0,0,0,0,0,0,1.75,0,1,0.0,0.0,62.876378523224766,61,1.0,4.976733742420574
9.825201634137583,2,6,5,7.1891677384203225,7.188412736496954,2,1,2010,12.203569515312056,0,1,0,1,0,0,0,0,2,0,1,2.0,1,1,1.67,0.0,100.0,6,2.0,4.0943445622221
8.876544550558378,1,5,7,6.776506992372183,6.806829360392176,1,1,2008,11.607326140391713,0,1,0,1,0,0,0,0,0,1,1,1.75,0,1,1.0,0.0,59.83231042836758,45,1.0,0.0
9.298168082341704,2,7,9,7.152268856032539,7.640123172695364,2,1,2009,12.363076394339839,0,1,0,0,0,0,1,0,0,0,0,2.0,1,1,0.67,1.5,53.0,7,1.5,0.0
8.39728289474368,1,6,5,6.744059186311348,6.742880635791903,2,1,2006,11.956970055045868,0,0,1,0,0,0,0,0,2,1,1,3.25,1,1,1.67,1.25,37.0,7,2.0,4.948759890378168
9.328123407632566,3,4,5,7.007600613951853,7.488852955733459,1,1,2009,11.992260421644849,0,1,0,0,0,0,0,0,0,0,0,2.5,1,1,1.0,1.25,77.08090386925508,22,2.0,4.795790545596741
9.573245865665552,3,6,6,6.709304340258298,7.203405521083095,2,1,2009,11.831379196088763,0,1,0,1,0,0,0,0,0,1,0,2.75,0,1,1.33,1.25,84.42257484003281,53,1.5,4.77912349311153
9.109967397829395,1,5,3,6.734591659972948,7.721348612617949,0,0,2010,11.245046019814627,0,0,1,0,0,1,1,0,0,0,0,2.0,0,0,0.0,0.0,100.0,61,2.0,2.9444389791664403
9.213236175088209,3,6,5,7.049254841255837,7.630461261783627,1,1,2007,12.259613412458204,0,1,0,1,0,0,1,0,0,1,1,3.0,0,1,1.33,1.0,97.0,22,3.0,5.43372200355424
8.308938252595778,1,6,5,7.2485040723706105,7.198183577101943,2,1,2008,12.106252310247962,0,0,0,0,0,0,0,0,0,0,1,3.0,1,1,1.67,0.0,34.0,12,3.0,5.3612921657094255
9.10719961305667,1,6,7,7.028201432058005,7.060476365999801,1,1,2008,12.071969661006694,0,1,0,0,0,0,0,0,0,1,0,3.25,0,1,1.67,0.0,82.0,45,2.5,4.867534450455582
9.373903755841548,1,5,6,7.060476365999801,7.1853870155804165,1,1,2006,12.010665849187564,0,1,0,1,0,0,0,0,2,1,0,2.5,1,1,1.67,1.0,96.0,45,2.0,5.43372200355424
9.227295812625597,3,7,5,7.325148957955575,7.336285660021297,2,1,2010,12.273731294003989,0,1,0,1,0,0,0,0,2,1,1,3.0,1,1,1.67,0.0,70.0,7,2.0,0.0
9.249561085129464,2,7,6,6.6052979209482015,7.622663951323595,1,1,2008,12.128111104060462,0,1,0,0,0,0,1,0,0,1,0,2.25,0,1,1.33,1.0,80.0,23,2.5,4.624972813284271
8.738735461363474,1,4,7,6.558197802812269,7.035268599281097,1,1,2008,11.719939634354555,0,0,1,0,0,0,0,0,0,0,1,2.25,1,1,0.67,0.0,52.0,61,1.5,5.902633333401366
9.405084448768694,1,6,6,6.90975328164481,7.1693500166706,2,1,2007,12.119969946476761,0,1,0,1,0,0,0,0,0,0,0,3.75,0,1,2.0,0.5,77.68097943631864,32,3.0,4.442651256490317
7.8804263442924,3,8,5,6.655440350367647,7.273092595999522,2,1,2007,12.066810578196666,1,0,0,0,0,1,1,0,0,1,1,2.0,1,1,1.0,0.0,24.0,11,2.5,5.332718793265369
10.029767718446458,3,5,5,6.97914527506881,7.396335293800808,1,0,2007,11.77528972943772,0,1,0,1,0,0,0,0,0,0,0,2.0,0,1,1.0,1.0,105.85821849937804,58,2.0,4.174387269895637
9.169518377455928,1,7,7,6.591673732008658,7.403061091090091,3,1,2006,12.089538829274222,0,0,1,0,0,0,1,0,0,0,0,2.0,1,1,1.0,1.25,60.0,21,2.0,0.0
9.534595424658804,2,5,5,6.834108738813838,7.395721608602045,1,1,2010,12.154252896800378,0,1,0,1,0,0,1,0,2,0,1,3.0,0,1,1.67,1.0,74.0,13,2.5,5.5093883366279774
8.39728289474368,1,6,5,6.744059186311348,6.742880635791903,2,1,2009,11.877568578558138,0,0,1,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0,49.560048187578644,7,2.0,4.948759890378168
8.681011276645632,2,6,8,6.705639094860003,6.704414354964107,1,1,2008,11.699405031912846,0,0,1,0,0,0,0,0,0,0,0,3.25,1,1,0.67,0.0,56.63757471131704,4,1.0,0.0
9.2927495082169,1,5,5,7.001245622069476,7.00033446027523,1,1,2009,11.884489021402711,0,1,0,0,0,0,0,0,2,0,1,2.0,1,1,1.33,0.0,112.0,16,1.5,6.124683390894205
8.58110651715989,3,8,5,7.3098814858247865,7.409741954080923,3,1,2007,12.43320821811392,0,1,0,0,0,0,0,0,2,0,1,3.75,1,1,1.67,0.0,41.0,11,3.0,4.976733742420574
9.285262298493443,1,4,5,7.478169694159785,7.477604243197589,1,1,2010,11.824079893607152,0,1,0,0,0,1,0,1,0,0,0,1.75,0,0,0.0,0.0,72.0,43,2.0,0.0
8.83127373772255,3,4,5,0.0,7.049254841255837,1,0,2008,11.320553572322773,0,1,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,0.0,74.0,56,2.0,0.0
9.988747396486952,2,2,4,0.0,6.697034247666484,1,0,2009,10.96171178029895,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.67,0.0,109.0,61,1.0,4.969813299576001
9.240578555036793,3,7,5,7.208600337960199,7.213768308118642,2,1,2009,12.266697267346608,0,1,0,1,0,0,0,0,2,1,1,3.0,1,1,1.67,1.25,80.0,3,3.0,5.389071729816501
8.411832675758411,1,6,5,7.104144092987527,7.103322062526113,1,1,2006,12.007621706806335,0,0,1,0,0,1,0,1,2,1,1,3.25,1,1,1.33,0.0,32.0,13,3.0,4.836281906951478
9.111624399037025,2,6,5,6.875232087276577,7.401231264413015,2,1,2006,11.842229212112828,0,0,1,0,0,0,0,0,0,1,0,1.75,0,1,0.67,0.0,75.0,54,2.0,3.091042453358316
7.67786350067821,3,7,5,6.398594934535208,7.132497551660044,2,1,2008,11.982929094215963,1,0,0,0,0,1,1,0,0,1,1,2.5,1,1,1.0,0.0,24.0,11,3.5,3.8918202981106265
8.94494150776486,1,5,6,6.720220155135295,6.78332520060396,1,1,2009,11.911701584927597,0,1,0,0,0,0,0,0,0,0,1,3.75,0,1,1.0,0.75,70.0,18,2.0,4.890349128221754
9.196038587265322,1,5,6,6.762729506931879,6.773080375655535,1,1,2009,11.77528972943772,0,1,0,0,0,0,0,0,0,0,0,2.25,0,1,1.33,0.0,62.0,43,2.0,3.5263605246161616
9.239899174217728,1,7,6,6.3578422665081,7.444248649496705,1,1,2010,11.84939770159144,0,0,1,1,0,0,1,0,1,0,0,1.75,0,1,1.0,0.0,50.0,61,2.0,3.1780538303479458
9.002701007197938,3,8,5,7.515889085215125,7.515344571180436,2,1,2009,12.48559653028049,1,0,0,0,0,0,0,1,2,1,1,2.0,1,1,1.67,1.25,65.0,2,2.0,5.170483995038151
9.605755144230846,1,5,5,6.996681488176539,6.9957661563048505,1,1,2006,11.856515169360305,0,1,0,1,0,0,0,0,0,0,0,2.0,0,1,1.33,1.0,69.0,54,2.0,5.594711379601839
8.360305435879093,3,7,5,7.124478262493424,7.123672785204607,2,1,2007,12.205572520488492,1,0,0,1,0,0,0,0,2,0,1,3.0,1,1,1.67,0.0,35.0,4,2.5,4.762173934797756
9.174713194333032,2,6,5,7.208600337960199,7.195937226475569,1,1,2009,12.031123843065632,0,1,0,0,0,0,0,0,0,1,0,2.75,0,1,1.67,1.0,80.0,34,2.5,2.833213344056216
9.587748882301822,1,6,6,7.0431599159883405,7.264730177929867,2,1,2007,12.111212364506214,0,1,0,1,0,0,0,0,0,1,0,2.25,1,1,1.33,1.5,85.03099030119608,24,1.5,5.7899601708972535
9.104979856318357,3,8,5,7.356918242356021,7.356279876550748,2,1,2010,12.478006361013815,1,0,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0,75.0,3,3.0,5.746203190540153
9.530538036104643,2,7,7,6.812345094177479,7.7354333524996886,2,1,2009,12.345834587905333,0,1,0,1,0,0,1,1,0,1,1,3.0,1,1,1.67,1.25,82.65635357728355,19,2.0,5.976350909297934
8.540714386457584,3,9,5,7.4377951216719325,7.443663683115591,2,1,2008,12.703509032177148,1,0,0,1,0,0,0,0,0,1,1,4.0,1,1,1.67,1.0,50.0,11,3.0,5.093750200806762
9.132811169466946,3,8,5,7.451241684987676,7.450660796211539,2,1,2007,12.35749675449625,0,1,0,1,0,0,0,0,2,1,1,3.0,1,1,1.67,0.0,71.0,6,3.0,5.278114659230517
9.242226560838505,1,8,5,7.134890851565884,7.134093721192866,2,1,2009,12.309531353898404,0,1,0,1,0,0,0,0,2,1,1,3.75,1,1,2.0,0.0,95.0,3,3.0,5.564520407322694
9.033006356693267,1,5,7,6.3578422665081,7.2078598714324755,2,0,2008,11.934263922234683,0,1,0,0,0,0,0,0,0,0,0,2.5,0,1,1.33,0.0,63.0,38,2.5,0.0
9.185022563991893,1,7,5,7.396948602621014,7.396335293800808,2,1,2009,12.269047444691562,0,1,0,0,0,0,0,0,2,1,1,2.0,1,1,1.33,1.0,75.0,10,2.0,5.733341276897746
8.940105213128122,3,7,5,6.665683717782408,7.368339686311381,2,1,2006,12.127570417375216,0,1,0,1,0,0,1,0,2,1,1,2.0,1,1,1.67,0.0,74.0,6,2.5,5.181783550292085
9.66459564425378,2,5,5,7.061334366910438,7.197435354096591,1,1,2006,11.964001084330445,0,1,0,0,0,1,0,1,0,1,0,2.5,0,1,1.0,1.5,90.0,58,2.0,0.0
9.131297164635729,1,5,6,6.762729506931879,7.099201743553092,1,1,2006,11.877568578558138,0,1,0,1,0,0,0,1,0,0,0,2.25,0,1,1.0,1.0,67.84818939449872,9,1.0,5.087596335232384
9.249561085129464,2,6,5,7.138866999945524,7.210079628170788,1,1,2007,12.167071908180441,0,1,0,0,0,0,0,0,0,1,0,3.0,1,1,1.67,1.0,80.0,12,3.0,5.945420608606575
9.082507000466299,1,7,6,7.069023426578259,7.090076835776092,1,1,2007,12.004568269319446,0,1,0,0,0,0,0,1,0,1,0,2.25,1,1,1.67,1.0,80.0,45,2.5,0.0
9.379154445411636,3,7,5,7.297091005160418,7.753194269884341,2,1,2008,12.477167914377556,0,1,0,0,0,0,1,1,0,1,1,3.0,1,1,1.33,1.75,86.0,21,3.5,5.749392985908253
9.119868468812108,1,7,5,7.337587743538596,7.336936913707618,2,1,2008,12.273731294003989,0,1,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,0.0,70.0,8,3.0,5.58724865840025
9.55499334068759,2,6,7,6.97914527506881,7.501634457883413,3,1,2006,12.345834587905333,0,1,0,1,0,0,0,0,1,0,1,2.5,1,1,1.67,1.25,90.0,7,1.0,0.0
9.55775254863573,3,7,5,6.96979066990159,7.683403681053826,2,1,2007,12.542544882151386,0,1,0,0,0,0,1,0,2,1,1,2.5,1,1,2.0,1.25,109.0,5,2.5,5.541263545158426
8.789507786736896,2,4,6,6.97914527506881,6.9782137426306985,1,1,2007,11.84939770159144,0,0,0,0,0,0,0,0,0,0,0,2.75,0,1,1.0,0.0,65.0,31,2.0,6.09807428216624
8.948975607841776,1,6,5,6.6293632534374485,7.516977224604321,1,1,2010,11.951180395901384,0,1,0,0,0,0,1,0,0,1,0,1.75,0,1,1.33,1.0,70.0,45,1.5,4.8283137373023015
8.46821300919452,2,3,3,6.928537818164665,6.927557906278317,0,0,2006,11.074420502783864,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0.0,0.0,63.0,61,1.0,0.0
9.422301633887823,3,6,7,6.853299093186078,7.496652438168283,2,1,2010,12.292250341771226,0,1,0,1,0,0,1,0,2,1,1,3.0,1,1,1.67,1.25,87.0,18,3.0,6.297109319933935
9.181940897454485,1,5,7,6.903747257584598,6.9167150203536085,1,1,2007,11.982929094215963,0,1,0,0,0,0,0,0,0,1,0,3.75,0,1,1.0,0.75,72.0,34,2.0,0.0
9.064157861798101,3,8,5,7.199678345691172,7.198931240688173,2,1,2007,12.249610947544657,1,0,0,0,0,0,0,0,2,0,1,3.0,1,1,1.67,0.0,72.0,4,2.0,4.955827057601261
8.064636475774222,3,7,5,6.536691597591305,7.238496840894365,2,1,2008,11.891361900690473,1,0,0,0,0,0,1,0,2,0,1,2.0,1,1,1.0,0.0,30.0,4,2.0,4.634728988229636
9.61333576618342,3,8,5,7.13966033596492,7.160845906664299,3,1,2008,12.411052226216713,0,1,0,1,0,0,0,0,1,0,1,3.0,1,1,1.67,1.5,38.0,15,2.5,5.017279836814924
8.517193191416238,1,6,7,6.900730664045173,6.920671504248683,1,1,2008,11.635143097694478,0,0,1,0,0,0,0,0,0,0,0,1.75,1,1,0.67,0.0,50.0,61,1.0,0.0
9.733292175540013,3,8,5,7.48605261786314,7.485491608030754,2,1,2009,12.598114733306197,0,1,0,1,0,0,0,1,2,1,1,4.5,1,1,2.0,1.5,129.0,6,3.0,5.204006687076795
9.557964480394498,3,9,5,7.56164174558878,7.561121589530238,2,1,2007,12.841129801965447,0,1,0,1,0,0,0,1,2,1,1,4.5,1,1,2.0,1.25,86.0,5,3.0,5.438079308923196
9.429957713513835,3,10,5,7.438971592395862,7.4489161025442,3,1,2009,12.729320789294722,0,1,0,0,0,0,0,1,2,1,1,4.5,1,1,2.0,1.25,96.0,4,3.0,5.579729825986222
9.604811938609481,3,10,5,7.821242083523558,7.820840879907344,3,1,2009,13.221303325259232,0,1,0,1,0,0,0,1,2,1,1,4.5,1,1,2.0,1.75,100.0,6,3.5,6.135564891081739
8.847359875474174,3,4,7,6.437751649736401,6.841615476477592,1,1,2006,11.491701828518602,0,1,0,0,0,0,0,0,2,0,0,1.75,1,1,1.0,0.0,56.0,61,1.0,0.0
8.969796305981806,3,6,5,7.105786129481271,7.1049654482698426,2,1,2009,12.246734627249063,1,0,0,1,0,0,0,0,2,0,1,3.0,1,1,1.67,0.0,75.0,2,2.0,4.634728988229636
9.3101857069459,1,7,5,6.814542897259958,7.506591780070841,2,1,2008,12.269047444691562,0,1,0,0,0,0,1,0,2,0,1,2.25,1,1,1.67,1.0,76.4205764940384,14,2.5,5.860786223465865
9.096499555552423,1,7,5,6.78105762593618,7.452402451223638,2,1,2008,12.144197241812087,0,1,0,1,0,0,1,0,2,0,1,2.75,1,1,1.67,0.0,57.0,12,2.5,5.62040086571715
9.170559501964338,1,6,6,7.022868086082641,7.197435354096591,1,1,2006,11.99535161421452,0,1,0,1,1,0,0,1,0,1,0,2.0,1,1,1.67,1.0,69.17694263592509,53,1.5,4.394449154672439
9.52588077255636,2,5,5,6.814542897259958,7.351158226430694,1,1,2007,11.931635799828413,0,0,1,0,0,0,0,0,0,0,0,2.25,0,1,1.0,0.0,75.0,61,1.5,5.66988092298052
9.437635294412868,3,7,5,6.899723107284872,7.5740450053721995,2,1,2010,12.448626590364206,1,0,0,0,0,0,1,0,2,0,1,3.0,1,1,1.67,1.25,100.0,6,2.5,4.919980925828125
9.586376669393536,3,7,5,6.725033642166843,7.4127640174265625,2,1,2008,12.14950229404178,0,1,0,1,0,0,1,0,2,1,1,3.75,1,1,1.67,0.0,43.0,16,2.5,5.389071729816501
9.828710125578304,2,7,5,7.6251071482389,7.6324011266014535,2,1,2008,12.367340793126296,0,1,0,1,0,0,0,1,0,1,0,3.0,0,1,1.67,1.0,56.0,33,3.0,5.303304908059076
9.294681520409934,3,5,5,7.060476365999801,7.059617628291383,1,1,2008,11.736069016284437,0,1,0,0,0,1,0,0,0,0,0,2.5,0,0,0.67,0.0,68.0,61,2.0,3.8918202981106265
7.731930721948486,2,7,6,6.729824070489475,6.728628613084702,1,1,2010,11.695247021764184,0,1,0,0,0,1,0,0,0,0,0,2.0,1,1,1.0,0.0,24.0,36,1.0,3.4339872044851463
10.349774655164548,1,1,3,0.0,7.3777589082278725,1,0,2006,11.308358299228955,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,1.0,0.0,125.0,60,1.5,0.0
9.379323364330956,3,6,5,6.705639094860003,6.704414354964107,1,1,2007,11.682668239557323,0,1,0,0,0,1,0,0,0,1,0,3.75,0,1,0.0,0.0,81.0,21,2.0,3.4965075614664802
9.125544720271467,3,9,5,7.4770384723196965,7.476472381163905,3,1,2009,12.823628446539173,1,0,0,0,0,0,0,0,2,1,1,3.5,1,1,2.0,1.25,85.0,2,3.5,5.786897381366708
8.743531633626967,2,5,6,6.90975328164481,7.601901959875166,1,1,2007,11.884489021402711,0,0,0,0,0,1,1,0,0,0,0,2.25,0,0,1.33,0.0,82.0,61,2.0,0.0
9.658864969544794,2,7,9,6.683360945766275,7.577633832602728,2,1,2008,12.649154617209645,0,1,0,1,0,0,0,0,2,1,0,2.25,1,1,1.33,1.25,88.07907937879067,5,2.0,4.787491742782046
8.034955024502159,2,7,5,7.107425474110705,7.218176838403408,2,1,2006,12.256052577835195,0,1,0,0,0,0,0,0,2,1,1,3.75,1,1,1.67,1.25,43.0,5,3.0,4.762173934797756
9.506734385029985,1,7,5,6.821107472256465,7.528869256642251,2,1,2006,12.206072645530174,0,1,0,1,0,0,1,0,2,0,1,3.0,1,1,2.0,0.0,95.0,9,3.5,5.472270673671475
9.22276289197474,1,5,5,0.0,7.458186157340487,2,1,2009,11.744037185933616,0,1,0,0,0,1,0,0,0,0,0,0.0,0,1,1.33,0.0,75.0,34,2.0,0.0
9.005282288208358,1,4,8,6.0063531596017325,6.946013991099227,1,0,2009,11.643953727376633,0,1,0,0,0,0,1,0,0,0,0,1.5,0,1,0.67,0.0,80.0,8,1.0,0.0
9.169518377455928,1,4,4,6.519147287940395,7.31986492980897,2,0,2009,11.379394072345706,0,0,1,0,0,0,1,0,2,0,0,1.5,0,1,1.0,0.0,60.0,61,2.0,0.0
9.419628376999952,3,8,5,7.047517221357296,7.840312983320164,3,1,2007,12.763586225373727,0,1,0,1,0,0,1,1,2,1,1,3.5,1,1,2.33,1.25,98.0,6,4.0,5.030437921392435
9.224341891611996,3,8,5,7.321849713788356,7.321188556739478,2,1,2009,12.220961258023925,0,1,0,1,0,0,0,0,2,1,1,3.75,1,1,2.0,0.0,76.0,7,2.0,5.5093883366279774
9.05122740031911,3,7,5,7.282761179605593,7.2682230211595655,2,1,2009,12.14950229404178,0,1,0,1,0,0,0,0,2,0,1,3.0,1,1,1.67,1.0,65.0,10,2.0,5.799092654460526
9.002947130753205,3,7,5,6.70073110954781,7.410347097821024,2,1,2009,12.250089530946948,1,0,0,1,0,0,1,0,2,0,1,3.0,1,1,1.67,0.0,65.0,8,3.5,3.828641396489095
9.035986984831405,1,6,7,6.822197390620491,7.604396348796338,3,1,2009,11.982929094215963,0,0,1,0,1,0,1,0,1,0,0,2.0,0,1,0.67,0.0,70.0,61,2.0,5.4638318050256105
9.282754052485227,1,5,5,6.945051063725834,6.9440872082295275,1,1,2007,11.76756768334381,0,1,0,1,0,0,0,0,0,1,0,3.5,0,1,1.67,0.0,44.0,37,2.0,5.214935757608986
9.211339872309265,1,5,5,7.237059026124737,7.236339342754344,1,1,2006,12.043553716032399,0,1,0,0,0,0,0,0,0,0,0,3.5,0,1,1.67,1.0,77.0,36,2.0,5.631211781821365
8.361708288575842,2,5,6,6.089044875446846,6.542471960506805,2,0,2007,11.411446296020374,0,1,0,0,0,0,0,0,1,0,1,1.75,0,0,0.67,1.25,40.0,9,1.0,0.0
9.169518377455928,3,6,5,6.35088571671474,6.999422467507961,1,0,2008,11.27720313144916,0,1,0,0,1,0,0,0,0,0,0,1.75,0,0,0.0,0.0,60.0,61,1.0,2.1972245773362196
9.190137664658664,1,5,7,6.796823718274855,6.795705775173514,1,1,2006,11.917723684090689,0,1,0,0,0,0,0,0,2,0,1,2.5,0,1,1.33,0.0,70.0,39,2.0,5.54907608489522
8.930626469173578,1,5,5,6.762729506931879,6.761572768804055,1,1,2008,11.719939634354555,0,1,0,0,0,0,0,1,0,0,0,2.25,0,1,1.0,0.0,63.0,40,2.0,0.0
9.169518377455928,1,4,2,6.999422467507961,7.480992162869525,1,0,2006,11.37366339763672,0,0,1,0,0,0,1,0,1,0,0,1.5,0,0,1.33,0.0,60.0,61,3.0,0.0
9.198267790741914,1,6,6,7.00033446027523,7.0192966537150445,1,1,2008,12.049418835484797,0,1,0,0,0,0,0,0,0,0,0,3.25,0,1,1.33,0.5,76.0,34,2.0,5.318119993844216
9.169518377455928,1,6,5,6.940222469119639,7.132497551660044,1,1,2008,11.686878772093667,0,1,0,0,0,0,0,0,2,0,0,2.25,0,1,1.0,0.0,80.0,61,1.0,0.0
8.97853441008332,1,5,5,7.046647277848756,7.045776576879511,1,1,2009,11.794337924408413,0,1,0,0,0,0,0,1,1,0,0,2.25,0,1,1.0,0.0,70.0,52,2.0,0.0
8.536995818712418,1,8,7,6.3784261836515865,7.418180822726788,2,1,2008,11.9891596439666,0,0,1,0,0,0,1,1,1,0,1,1.75,0,1,0.67,1.25,52.91976913389132,15,1.0,5.545177444479562
9.181940897454485,1,9,5,7.213768308118642,7.5740450053721995,2,1,2008,12.520883385370206,0,1,0,1,0,0,1,0,2,1,1,3.25,1,1,2.33,1.0,69.56702461513356,9,3.5,5.652489180268651
9.050288983827956,1,5,5,6.816735880594968,6.815639990074331,1,1,2010,11.736069016284437,0,1,0,0,1,0,0,0,0,0,0,2.5,0,1,0.67,0.75,70.0,44,1.0,0.0
9.075779878580487,3,5,6,7.086737934510577,7.085901464365611,1,0,2007,11.49781182716018,0,1,0,0,0,1,0,0,0,0,0,1.75,0,0,0.0,0.0,52.0,61,2.0,4.77912349311153
9.430359045942868,3,8,5,7.393263094763838,7.392647520721623,2,1,2006,12.476099782743233,0,1,0,0,0,0,0,0,1,0,1,3.0,1,1,2.0,0.75,89.0,16,3.0,4.74493212836325
8.846496938558838,1,5,7,6.818924065275521,6.81783057145415,1,1,2009,11.812289042195847,0,1,0,1,0,0,0,0,0,1,0,2.5,0,1,1.33,0.0,76.0,32,2.0,0.0
9.735364715141987,3,5,6,7.208600337960199,7.191429330036379,1,0,2007,12.043553716032399,0,1,0,0,0,0,0,0,2,0,0,3.5,0,1,1.33,1.5,115.0,52,2.0,4.653960350157523
8.875566691990551,2,6,8,6.532334292222349,7.2868764117507,1,0,2007,11.813030057420567,0,1,0,0,0,0,1,0,0,0,0,1.75,0,1,0.67,1.25,53.0,20,1.0,0.0
9.127502093667179,3,6,5,6.836259277277067,7.894690850425624,2,1,2008,12.577636201962656,0,1,0,1,0,0,1,1,0,1,1,2.75,1,1,1.67,1.5,67.72113014628637,20,3.5,6.192362489474872
8.948585921534317,2,7,6,7.1284959456800365,7.1372784372603855,2,1,2007,12.063932878369052,0,1,0,0,0,0,0,0,2,1,1,2.0,1,1,1.67,0.0,64.0,4,2.0,0.0
